,City,State,MedianAge,MalePopulation,FemalePopulation,TotalPopulation,NumberofVeterans,Foreignborn,AverageHouseholdSize,StateCode,Asian,Black,Hispa,Native,White
348,Gastonia,North Carolina,36.9,35527.0,39023.0,74550,3537.0,5715.0,2.67,NC,2788.0,22179.0,6653.0,603.0,46362.0
349,Frisco,Texas,37.2,73989.0,80399.0,154388,6297.0,30913.0,3.05,TX,30341.0,10821.0,17093.0,2947.0,111477.0
350,Oklahoma City,Oklahoma,34.1,309227.0,322036.0,631263,41843.0,80165.0,2.58,OK,33759.0,111673.0,117362.0,41696.0,462306.0
351,Carlsbad,California,42.1,55119.0,58347.0,113466,6031.0,17689.0,2.68,CA,11948.0,876.0,12969.0,1513.0,98705.0
352,Pasadena,California,37.6,67712.0,74534.0,142246,4618.0,40779.0,2.63,CA,22794.0,15909.0,52717.0,2161.0,76525.0
353,Naperville,Illinois,38.5,71365.0,75794.0,147159,4545.0,30399.0,2.76,IL,31221.0,9031.0,4928.0,449.0,108937.0
354,Johnson City,Tennessee,38.2,31019.0,34350.0,65369,5038.0,2878.0,2.18,TN,1877.0,6016.0,1114.0,400.0,59147.0
355,Goodyear,Arizona,38.6,36711.0,42292.0,79003,7650.0,11774.0,2.97,AZ,5701.0,8678.0,21603.0,1301.0,63493.0
356,Wyoming,Michigan,32.8,35967.0,39310.0,75277,3447.0,8612.0,2.65,MI,3227.0,8839.0,15325.0,2444.0,58989.0
357,Reading,Pennsylvania,29.4,43668.0,44205.0,87873,2580.0,17043.0,2.95,PA,903.0,20821.0,57032.0,9671.0,64401.0
358,Rochester Hills,Michigan,41.2,36356.0,37076.0,73432,3053.0,13708.0,2.66,MI,8092.0,3514.0,3395.0,348.0,62170.0
359,Madison,Wisconsin,30.7,122596.0,126360.0,248956,9707.0,30090.0,2.23,WI,23937.0,20424.0,19697.0,2296.0,204302.0
360,Portland,Maine,40.3,31480.0,35392.0,66872,3666.0,9229.0,2.13,ME,3696.0,5750.0,2031.0,662.0,59722.0
361,College Station,Texas,22.9,54125.0,53774.0,107899,2471.0,16145.0,2.52,TX,10915.0,11316.0,17784.0,605.0,84892.0
362,Lewisville,Texas,31.6,52776.0,52032.0,104808,4211.0,24865.0,2.78,TX,12412.0,16948.0,31757.0,1371.0,70278.0
363,Raleigh,North Carolina,32.8,219184.0,232765.0,451949,16747.0,65125.0,2.42,NC,24865.0,138242.0,51786.0,3955.0,275892.0
364,Mount Vernon,New York,38.5,31876.0,36745.0,68621,2064.0,23777.0,2.85,NY,1497.0,49830.0,9446.0,356.0,13106.0
365,Dallas,Texas,32.6,639019.0,661063.0,1300082,41026.0,326825.0,2.59,TX,47099.0,322570.0,549966.0,17510.0,839169.0
366,San Tan Valley,Arizona,31.3,40429.0,42368.0,82797,4300.0,5757.0,3.44,AZ,1378.0,2027.0,18733.0,3941.0,75429.0
367,East Orange,New Jersey,35.5,29995.0,34967.0,64962,1870.0,15164.0,2.85,NJ,656.0,57859.0,6368.0,535.0,3165.0
368,Austin,Texas,32.7,475718.0,456122.0,931840,37414.0,181686.0,2.5,TX,78916.0,81861.0,327680.0,10890.0,708171.0
369,Casas Adobes,Arizona,44.8,30890.0,34375.0,65265,6601.0,7024.0,2.24,AZ,3009.0,1854.0,13609.0,2047.0,58956.0
370,Indianapolis,Indiana,34.1,410615.0,437808.0,848423,42186.0,72456.0,2.53,IN,29307.0,253932.0,83426.0,8656.0,553665.0
371,Renton,Washington,36.3,52779.0,47468.0,100247,5032.0,28962.0,2.57,WA,22550.0,12265.0,15392.0,2338.0,58251.0
372,Odessa,Texas,31.2,61119.0,57861.0,118980,5509.0,15845.0,2.92,TX,2252.0,7647.0,63586.0,1134.0,106944.0
373,Round Rock,Texas,34.9,56646.0,59193.0,115839,6804.0,18237.0,3.13,TX,9685.0,13636.0,37151.0,1551.0,92278.0
374,Santa Fe,New Mexico,44.1,40601.0,43511.0,84112,5083.0,13824.0,2.41,NM,1878.0,1284.0,45884.0,2960.0,75494.0
375,Akron,Ohio,38.1,96886.0,100667.0,197553,12878.0,10024.0,2.24,OH,9033.0,66551.0,3684.0,1845.0,129192.0
376,San Jose,California,36.5,518317.0,508602.0,1026919,27269.0,401493.0,3.13,CA,385198.0,41721.0,331232.0,13776.0,442798.0
377,Saint Paul,Minnesota,31.5,149547.0,151293.0,300840,10548.0,56514.0,2.58,MN,58174.0,54665.0,27307.0,6858.0,191369.0
378,Muncie,Indiana,27.4,32446.0,37255.0,69701,2968.0,1062.0,2.35,IN,,10482.0,2499.0,203.0,59962.0
379,Victorville,California,30.6,60989.0,61247.0,122236,7484.0,21959.0,3.47,CA,7755.0,26747.0,60569.0,5305.0,86648.0
380,Murfreesboro,Tennessee,30.2,60704.0,65417.0,126121,5199.0,8948.0,2.6,TN,7265.0,22651.0,8840.0,1339.0,97270.0
381,Chattanooga,Tennessee,36.6,83640.0,92957.0,176597,10001.0,10599.0,2.4,TN,4602.0,59918.0,10918.0,1092.0,114140.0
382,Fairfield,California,34.7,55550.0,57422.0,112972,8607.0,24503.0,3.14,CA,22428.0,18274.0,32976.0,1016.0,64106.0
383,Toledo,Ohio,36.1,135455.0,144323.0,279778,15286.0,9257.0,2.29,OH,6850.0,85552.0,23614.0,3942.0,188325.0
384,Asheville,North Carolina,37.9,42100.0,46407.0,88507,4973.0,6630.0,2.18,NC,1939.0,9078.0,4146.0,496.0,77979.0
385,Savannah,Georgia,30.3,69389.0,76295.0,145684,9717.0,10355.0,2.57,GA,5366.0,82307.0,9734.0,2116.0,57690.0
386,Fayetteville,North Carolina,30.7,101051.0,100914.0,201965,28089.0,12863.0,2.5,NC,8949.0,90625.0,25080.0,6603.0,102075.0
387,Louisville/Jefferson County metro government,Kentucky,37.5,298451.0,316938.0,615389,39364.0,37875.0,2.45,KY,18601.0,151256.0,28712.0,4585.0,456451.0
388,Yorba Linda,California,45.5,31960.0,36006.0,67966,3171.0,15532.0,3.0,CA,17616.0,1326.0,10599.0,211.0,49980.0
389,Billings,Montana,36.3,52705.0,57565.0,110270,9121.0,3206.0,2.4,MT,1873.0,2200.0,7526.0,6066.0,102522.0
390,Denton,Texas,28.7,62478.0,68569.0,131047,6352.0,18451.0,2.66,TX,7061.0,15542.0,29350.0,1857.0,106278.0
391,Long Beach,California,34.6,238159.0,236013.0,474172,17463.0,127764.0,2.78,CA,68095.0,64948.0,207890.0,12841.0,277962.0
392,Jacksonville,Florida,35.7,419203.0,448828.0,868031,75432.0,85650.0,2.62,FL,50895.0,282692.0,80064.0,8177.0,543582.0
393,Tuscaloosa,Alabama,29.1,47293.0,51045.0,98338,3647.0,4706.0,2.67,AL,2733.0,42331.0,2475.0,261.0,52603.0
394,Elk Grove,California,36.1,80057.0,86833.0,166890,7762.0,38693.0,3.34,CA,59424.0,20185.0,28781.0,2020.0,86909.0
395,Paradise,Nevada,37.2,122784.0,114162.0,236946,14112.0,66712.0,2.65,NV,28380.0,25091.0,88347.0,4314.0,147624.0
396,Sandy Springs,Georgia,35.4,48570.0,56777.0,105347,3015.0,19837.0,2.4,GA,7909.0,15420.0,13670.0,1574.0,78835.0
397,Pearland,Texas,33.9,52336.0,59329.0,111665,5621.0,16882.0,3.0,TX,14683.0,23779.0,26460.0,851.0,73349.0
398,Virginia Beach,Virginia,35.4,222684.0,230061.0,452745,54995.0,38360.0,2.61,VA,38715.0,99948.0,36309.0,4590.0,324924.0
399,Roseville,California,38.4,62591.0,67691.0,130282,8386.0,18161.0,2.72,CA,18171.0,4413.0,23499.0,2635.0,103853.0
400,Homestead,Florida,31.4,31401.0,35099.0,66500,2287.0,24408.0,3.48,FL,,16705.0,41910.0,,48820.0
401,Iowa City,Iowa,25.5,37089.0,37138.0,74227,2047.0,9202.0,2.36,IA,5533.0,7219.0,4072.0,610.0,59839.0
402,Arden-Arcade,California,41.5,47596.0,48680.0,96276,6511.0,13458.0,2.18,CA,7355.0,13647.0,15273.0,2587.0,69369.0
403,Largo,Florida,45.1,38166.0,42841.0,81007,8310.0,10489.0,2.28,FL,3249.0,5860.0,9561.0,881.0,73502.0
404,Carrollton,Texas,36.9,66928.0,66218.0,133146,5720.0,35327.0,2.78,TX,18456.0,10923.0,46850.0,812.0,102948.0
405,Chandler,Arizona,35.6,128885.0,131948.0,260833,15870.0,38721.0,2.78,AZ,33079.0,16163.0,57159.0,6601.0,207993.0
406,Irvine,California,34.6,125411.0,131516.0,256927,5532.0,116366.0,2.73,CA,126499.0,8670.0,19266.0,799.0,127358.0
407,Medford,Oregon,38.6,39606.0,40189.0,79795,6632.0,6185.0,2.65,OR,2135.0,1201.0,14294.0,1239.0,75464.0
408,Coral Springs,Florida,37.2,63316.0,66186.0,129502,4724.0,38552.0,3.17,FL,6573.0,27225.0,40817.0,1262.0,90896.0
409,Bossier City,Louisiana,32.7,33428.0,34669.0,68097,8108.0,2980.0,2.4,LA,2175.0,19520.0,5589.0,630.0,47454.0
410,Woodbury,Minnesota,37.7,31982.0,35868.0,67850,2732.0,9477.0,2.72,MN,7758.0,6054.0,3258.0,,56216.0
411,Boston,Massachusetts,31.8,322149.0,347320.0,669469,18350.0,190123.0,2.38,MA,69976.0,189347.0,130656.0,5580.0,378543.0
412,Pittsburg,California,34.5,33309.0,36118.0,69427,2109.0,21043.0,3.15,CA,13981.0,14931.0,28605.0,2253.0,25996.0
413,San Ramon,California,39.1,39221.0,36911.0,76132,2855.0,29691.0,3.09,CA,38970.0,2734.0,5449.0,609.0,37057.0
414,Reno,Nevada,35.7,122292.0,119151.0,241443,17089.0,37070.0,2.46,NV,20681.0,9427.0,59902.0,3872.0,197335.0
415,Topeka,Kansas,37.1,60879.0,66378.0,127257,9608.0,6711.0,2.32,KS,3127.0,15030.0,18640.0,4804.0,108035.0
416,Newport News,Virginia,32.8,88385.0,94000.0,182385,18896.0,12589.0,2.46,VA,8275.0,79245.0,15780.0,2201.0,95151.0
417,Poinciana,Florida,34.2,38142.0,35801.0,73943,2933.0,14349.0,3.93,FL,1409.0,24750.0,37382.0,1593.0,45622.0
418,Compton,California,30.1,49264.0,49184.0,98448,897.0,30660.0,4.08,CA,1732.0,26395.0,67523.0,298.0,53919.0
419,Cedar Park,Texas,34.4,31248.0,33589.0,64837,3090.0,5207.0,3.05,TX,5654.0,3667.0,11872.0,219.0,56991.0
420,Merced,California,29.7,40048.0,42392.0,82440,3723.0,16348.0,3.15,CA,9911.0,6464.0,43684.0,2331.0,42475.0
421,Shreveport,Louisiana,35.2,93138.0,103856.0,196994,14287.0,5658.0,2.53,LA,4033.0,112923.0,5081.0,1647.0,79319.0
422,Palatine,Illinois,38.0,36506.0,32763.0,69269,2629.0,21760.0,2.69,IL,8145.0,1822.0,18626.0,,46246.0
423,San Angelo,Texas,32.8,49669.0,50744.0,100413,8412.0,7859.0,2.5,TX,1658.0,6079.0,42494.0,548.0,86655.0
424,Passaic,New Jersey,30.4,36505.0,34577.0,71082,693.0,24174.0,3.56,NJ,3338.0,5230.0,53680.0,,30352.0
425,Lake Charles,Louisiana,31.8,35678.0,40388.0,76066,4477.0,3215.0,2.36,LA,1444.0,38358.0,3157.0,592.0,36346.0
426,North Richland Hills,Texas,39.9,35257.0,33948.0,69205,5175.0,7854.0,2.64,TX,5295.0,5439.0,10195.0,1127.0,58258.0
427,Jackson,Mississippi,31.7,79039.0,91772.0,170811,8146.0,1789.0,2.65,MS,864.0,139567.0,3017.0,323.0,28775.0
428,Boise,Idaho,34.9,110099.0,108181.0,218280,16004.0,13409.0,2.61,ID,9806.0,4413.0,19480.0,4046.0,204913.0
429,Carmel,Indiana,39.9,42928.0,46101.0,89029,2723.0,9645.0,2.71,IN,11223.0,2171.0,3111.0,,77178.0
430,Palmdale,California,32.6,76361.0,81989.0,158350,6388.0,41974.0,3.54,CA,10981.0,27398.0,87452.0,2800.0,73480.0
431,Baltimore,Maryland,34.7,294027.0,327822.0,621849,29540.0,49857.0,2.51,MD,20161.0,396270.0,29953.0,7730.0,207274.0
432,Indio,California,35.9,43803.0,43723.0,87526,3647.0,22538.0,3.08,CA,2866.0,3300.0,58852.0,1112.0,48562.0
433,Florence-Graham,California,30.2,34186.0,32173.0,66359,416.0,28696.0,4.57,CA,,5060.0,60895.0,,30591.0
434,Santa Clarita,California,38.1,90192.0,92175.0,182367,8537.0,40666.0,3.02,CA,23168.0,9223.0,56944.0,4441.0,144949.0
435,Buena Park,California,35.7,41593.0,41671.0,83264,3116.0,28430.0,3.55,CA,24624.0,901.0,32915.0,361.0,48412.0
436,San Clemente,California,45.2,34076.0,31456.0,65532,3970.0,8109.0,2.64,CA,4296.0,251.0,10421.0,,58849.0
437,Lawrence,Kansas,27.4,45592.0,48324.0,93916,2986.0,8701.0,2.53,KS,6547.0,5777.0,6435.0,4239.0,79793.0
438,Downey,California,37.3,53006.0,61205.0,114211,2281.0,39977.0,3.45,CA,9776.0,5498.0,84806.0,535.0,77220.0
439,Lafayette,Louisiana,31.7,64018.0,63643.0,127661,5206.0,5396.0,2.54,LA,2776.0,39862.0,6556.0,1183.0,85282.0
440,Newport Beach,California,46.8,43161.0,43970.0,87131,4847.0,15318.0,2.4,CA,10017.0,,8127.0,423.0,74814.0
441,Schenectady,New York,36.7,32398.0,32901.0,65299,3388.0,10961.0,2.82,NY,5140.0,15640.0,5957.0,1059.0,40278.0
442,South Gate,California,32.5,47758.0,48641.0,96399,724.0,40571.0,3.97,CA,971.0,1615.0,91312.0,618.0,55444.0
443,Brownsville,Texas,30.6,87689.0,96199.0,183888,4211.0,53301.0,3.48,TX,1589.0,1239.0,170041.0,1165.0,174670.0
444,Costa Mesa,California,34.8,59097.0,54089.0,113186,4095.0,26645.0,2.59,CA,9165.0,2925.0,38239.0,1961.0,87320.0
445,Tyler,Texas,33.9,50422.0,53283.0,103705,4813.0,8225.0,2.59,TX,2543.0,26156.0,21536.0,1057.0,72728.0
446,Napa,California,37.2,39828.0,40601.0,80429,4678.0,18449.0,2.84,CA,3593.0,675.0,33229.0,1751.0,57837.0
447,Centennial,Colorado,42.4,53222.0,56504.0,109726,7226.0,9501.0,2.66,CO,7041.0,4005.0,8086.0,1219.0,98174.0
448,Sunrise,Florida,37.7,41471.0,51235.0,92706,4108.0,38209.0,2.98,FL,3501.0,33951.0,29163.0,,54976.0
449,Lawrence,Massachusetts,30.8,37464.0,42776.0,80240,1190.0,29170.0,3.17,MA,2149.0,9221.0,63175.0,,40757.0
450,Tucson,Arizona,33.6,264893.0,266781.0,531674,38182.0,82220.0,2.45,AZ,24689.0,33900.0,231025.0,24409.0,404342.0
451,Fullerton,California,34.5,69549.0,71300.0,140849,5394.0,43404.0,2.97,CA,33937.0,5241.0,53459.0,1668.0,92216.0
452,Lake Forest,California,40.3,41515.0,40982.0,82497,3748.0,20784.0,2.76,CA,16690.0,3526.0,17410.0,1482.0,59846.0
453,Stockton,California,32.5,150976.0,154674.0,305650,12822.0,79583.0,3.16,CA,76859.0,41161.0,128216.0,19834.0,170878.0
454,San Antonio,Texas,33.1,721405.0,748419.0,1469824,109089.0,208046.0,2.93,TX,53933.0,119542.0,937607.0,20752.0,1240092.0
455,Orem,Utah,26.1,48695.0,45762.0,94457,2828.0,12808.0,3.26,UT,3862.0,1837.0,18342.0,976.0,85512.0
456,Norman,Oklahoma,30.9,59483.0,60814.0,120297,5578.0,8705.0,2.47,OK,6539.0,6620.0,11732.0,10801.0,106409.0
457,Youngs,Ohio,37.5,30758.0,33851.0,64609,3620.0,1058.0,2.22,OH,247.0,31725.0,7564.0,875.0,33031.0
458,Hayward,California,34.3,78152.0,80148.0,158300,4385.0,60970.0,3.32,CA,46285.0,20219.0,64880.0,2178.0,74800.0
459,Sandy,Utah,34.6,46923.0,46689.0,93612,3451.0,6691.0,3.22,UT,5657.0,522.0,6832.0,507.0,85130.0
460,Moreno Valley,California,30.7,98584.0,105597.0,204181,8529.0,54442.0,3.9,CA,11912.0,35550.0,120610.0,1843.0,90391.0
461,Delray Beach,Florida,47.9,32219.0,34042.0,66261,4232.0,16639.0,2.35,FL,1696.0,21138.0,6397.0,,40980.0
462,Gresham,Oregon,36.7,53866.0,56716.0,110582,6326.0,17860.0,2.67,OR,6641.0,7721.0,23576.0,2084.0,94904.0
463,Federal Way,Washington,36.4,49151.0,46037.0,95188,7135.0,18565.0,2.68,WA,16026.0,15495.0,14049.0,2396.0,59035.0
464,Waterloo,Iowa,37.2,34488.0,33969.0,68457,4800.0,5082.0,2.42,IA,1636.0,11815.0,4961.0,467.0,51252.0
465,Jersey City,New Jersey,34.3,131765.0,132512.0,264277,4374.0,109186.0,2.57,NJ,67610.0,65051.0,79718.0,3356.0,99300.0
466,Mission Viejo,California,44.9,48849.0,48314.0,97163,4713.0,17308.0,2.85,CA,13073.0,2066.0,18913.0,683.0,81186.0
467,Dale City,Virginia,33.4,35984.0,35415.0,71399,6085.0,22306.0,3.65,VA,9251.0,18074.0,23868.0,548.0,34640.0
468,Albuquerque,New Mexico,36.0,273323.0,285808.0,559131,37443.0,58200.0,2.49,NM,25140.0,26774.0,271854.0,32243.0,411847.0
469,Plano,Texas,38.1,138565.0,145054.0,283619,11719.0,74030.0,2.65,TX,59958.0,25217.0,42959.0,3771.0,195220.0
470,Hesperia,California,29.4,43588.0,49698.0,93286,3739.0,16667.0,3.52,CA,2131.0,4889.0,53765.0,1712.0,78718.0
471,Lehigh Acres,Florida,34.3,57856.0,61624.0,119480,5551.0,31880.0,3.55,FL,1853.0,29998.0,42092.0,1675.0,86328.0
472,Norwalk,Connecticut,42.4,40880.0,47603.0,88483,2877.0,22328.0,2.7,CT,2954.0,15129.0,24682.0,552.0,67844.0
473,Pawtucket,Rhode Island,39.2,36072.0,35511.0,71583,3173.0,17884.0,2.41,RI,2150.0,15513.0,16117.0,1359.0,47614.0
474,Town 'n' Country,Florida,38.1,39410.0,39586.0,78996,4534.0,22135.0,2.61,FL,3347.0,9575.0,37944.0,1622.0,64441.0
475,Saint Cloud,Minnesota,30.7,34311.0,33942.0,68253,5012.0,5757.0,2.41,MN,2494.0,6401.0,2639.0,1169.0,59794.0
476,Midland,Texas,32.1,66595.0,66355.0,132950,5753.0,17061.0,2.78,TX,3279.0,10379.0,58677.0,1922.0,115958.0
477,Chicago,Illinois,34.2,1320015.0,1400541.0,2720556,72042.0,573463.0,2.53,IL,195084.0,873316.0,785725.0,23323.0,1374535.0
478,Knoxville,Tennessee,33.1,89978.0,95334.0,185312,10897.0,10285.0,2.21,TN,4717.0,35049.0,8640.0,2304.0,145055.0
479,Westland,Michigan,39.9,37742.0,44253.0,81995,4756.0,6429.0,2.41,MI,4843.0,16422.0,2827.0,429.0,60576.0
480,Columbia,Missouri,26.8,56544.0,62554.0,119098,4548.0,10729.0,2.37,MO,8673.0,15489.0,4956.0,1713.0,96067.0
481,Yuma,Arizona,33.4,48298.0,45847.0,94145,7182.0,19326.0,2.64,AZ,1180.0,3731.0,57054.0,1228.0,69691.0
482,Roanoke,Virginia,36.9,47252.0,52645.0,99897,6567.0,7346.0,2.35,VA,3237.0,30920.0,6091.0,594.0,68761.0
483,Rialto,California,31.6,49902.0,53235.0,103137,2036.0,32741.0,3.83,CA,4103.0,11800.0,78571.0,1065.0,74551.0
484,Pomona,California,32.1,74945.0,78307.0,153252,3251.0,53879.0,3.63,CA,17646.0,10774.0,108787.0,3866.0,94296.0
485,Warner Robins,Georgia,31.4,35093.0,38909.0,74002,6974.0,3210.0,2.5,GA,2723.0,29307.0,5378.0,1309.0,42306.0
486,East Los Angeles,California,32.6,60460.0,59206.0,119666,1101.0,49575.0,3.75,CA,1053.0,508.0,116211.0,778.0,48980.0
487,Simi Valley,California,39.0,63243.0,63523.0,126766,6063.0,23260.0,3.13,CA,14984.0,2378.0,34032.0,2474.0,107898.0
488,Davenport,Iowa,35.2,50123.0,52454.0,102577,7090.0,4065.0,2.39,IA,3071.0,12761.0,9131.0,901.0,88145.0
489,Thornton,Colorado,33.1,65482.0,67977.0,133459,7261.0,17949.0,2.97,CO,7034.0,4569.0,49241.0,2967.0,119264.0
490,Gary,Indiana,38.1,35876.0,41478.0,77354,3952.0,1884.0,2.35,IN,537.0,61416.0,6266.0,551.0,13498.0
491,Palm Coast,Florida,48.8,39489.0,42632.0,82121,7950.0,9084.0,2.76,FL,2479.0,10786.0,8706.0,700.0,67272.0
492,Hialeah,Florida,43.0,111530.0,125552.0,237082,1844.0,170148.0,3.31,FL,1149.0,5687.0,227508.0,,219991.0
493,Clifton,New Jersey,38.5,41932.0,44409.0,86341,2603.0,27979.0,3.11,NJ,5840.0,8743.0,33176.0,2417.0,51516.0
494,Bellflower,California,33.4,38936.0,39498.0,78434,2154.0,24607.0,3.58,CA,10764.0,12839.0,42472.0,783.0,23336.0
495,Broomfield,Colorado,36.8,31755.0,33310.0,65065,3966.0,5316.0,2.53,CO,5193.0,1154.0,8065.0,601.0,58341.0
496,Joliet,Illinois,33.1,70863.0,79162.0,150025,7353.0,22409.0,3.13,IL,2813.0,27883.0,45291.0,523.0,106160.0
497,Portland,Oregon,36.7,313516.0,318671.0,632187,29940.0,86041.0,2.43,OR,64386.0,45914.0,61064.0,15314.0,524258.0
498,San Francisco,California,38.3,439752.0,425064.0,864816,26276.0,297199.0,2.37,CA,324034.0,53270.0,132114.0,8997.0,442155.0
499,Camarillo,California,40.8,31941.0,35682.0,67623,4384.0,9735.0,2.77,CA,7198.0,1219.0,16186.0,742.0,59702.0
500,Skokie,Illinois,43.4,31382.0,33437.0,64819,1066.0,27424.0,2.78,IL,20272.0,4937.0,6590.0,,40642.0
501,Redwood City,California,37.1,42676.0,42624.0,85300,2430.0,27652.0,2.64,CA,14873.0,2758.0,29011.0,664.0,51019.0
502,Evansville,Indiana,38.0,57198.0,60481.0,117679,9063.0,3169.0,2.25,IN,1376.0,17564.0,3263.0,713.0,100055.0
503,Hillsboro,Oregon,35.3,50926.0,51434.0,102360,6625.0,19531.0,2.68,OR,13704.0,4347.0,22169.0,4524.0,81072.0
504,The Woodlands,Texas,38.8,56083.0,63061.0,119144,8351.0,21188.0,2.93,TX,8828.0,6420.0,19574.0,2427.0,106202.0
505,Longview,Texas,36.8,40065.0,41525.0,81590,5512.0,8782.0,2.55,TX,1810.0,19904.0,17614.0,253.0,60997.0
506,Upland,California,39.7,36226.0,40221.0,76447,2898.0,16552.0,2.77,CA,9182.0,5717.0,30787.0,1068.0,46704.0
507,Sunrise Manor,Nevada,32.5,93505.0,99103.0,192608,10663.0,56530.0,3.25,NV,16165.0,29483.0,99838.0,3962.0,109960.0
508,Lubbock,Texas,29.2,122320.0,126731.0,249051,10588.0,14226.0,2.61,TX,7508.0,23594.0,90706.0,7627.0,206318.0
509,Kirkland,Washington,40.8,42159.0,45108.0,87267,5156.0,18570.0,2.3,WA,15277.0,1041.0,6720.0,1155.0,70491.0
510,Garden Grove,California,37.8,86779.0,88605.0,175384,4316.0,80677.0,3.66,CA,71737.0,1840.0,66038.0,1713.0,66782.0
511,Baton Rouge,Louisiana,31.2,111492.0,117104.0,228596,10633.0,12268.0,2.52,LA,7442.0,122634.0,7428.0,1119.0,96730.0
512,Livermore,California,36.7,41522.0,46595.0,88117,3063.0,13959.0,2.91,CA,14116.0,3199.0,19582.0,941.0,73440.0
513,Paterson,New Jersey,34.0,70640.0,77117.0,147757,1694.0,49810.0,3.37,NJ,9653.0,45858.0,85555.0,1083.0,54885.0
514,Conroe,Texas,31.5,34907.0,33685.0,68592,4871.0,13839.0,2.65,TX,2302.0,6713.0,23863.0,707.0,57480.0
515,Edmond,Oklahoma,32.5,45191.0,44899.0,90090,5006.0,5585.0,2.68,OK,5349.0,4987.0,6187.0,8051.0,78979.0
516,Sacramento,California,33.7,237724.0,252991.0,490715,19698.0,112579.0,2.73,CA,105063.0,77439.0,150153.0,10145.0,268151.0
517,Detroit,Michigan,34.8,319265.0,357859.0,677124,29511.0,39861.0,2.6,MI,10804.0,545988.0,53980.0,6007.0,104260.0
518,Ontario,California,31.0,85059.0,86141.0,171200,4816.0,48557.0,3.52,CA,14313.0,12900.0,118292.0,4304.0,74765.0
519,Alameda,California,41.4,37747.0,40867.0,78614,4504.0,18841.0,2.52,CA,27984.0,7364.0,8265.0,1329.0,44232.0
520,Clovis,California,37.8,52392.0,51780.0,104172,6173.0,13409.0,2.76,CA,14249.0,3434.0,23744.0,1876.0,78029.0
521,Gilbert,Arizona,33.2,116711.0,130812.0,247523,10817.0,24531.0,3.2,AZ,19740.0,9076.0,39937.0,5965.0,211322.0
522,Hammond,Indiana,36.0,38923.0,38687.0,77610,4144.0,9224.0,2.61,IN,1540.0,20442.0,25320.0,1509.0,41705.0
523,Saint Louis,Missouri,35.0,153026.0,162659.0,315685,17060.0,21802.0,2.16,MO,12209.0,151030.0,12261.0,2746.0,155574.0
524,Allen,Texas,37.2,51324.0,46814.0,98138,3505.0,19649.0,3.04,TX,15790.0,13140.0,10615.0,227.0,69840.0
525,Athens-Clarke County unified government,Georgia,26.5,57415.0,65148.0,122563,3953.0,12868.0,2.44,GA,6635.0,34583.0,13159.0,593.0,79931.0
526,Scranton,Pennsylvania,38.5,37975.0,39137.0,77112,5059.0,8069.0,2.39,PA,4722.0,6256.0,11301.0,,66875.0
527,Modesto,California,35.2,104852.0,106405.0,211257,9855.0,39613.0,2.97,CA,19417.0,9869.0,85141.0,4388.0,166618.0
528,Perris,California,26.9,41623.0,33336.0,74959,1321.0,23277.0,4.78,CA,3341.0,9393.0,54398.0,,23882.0
529,South Jordan,Utah,33.8,33669.0,32970.0,66639,2595.0,6142.0,3.61,UT,2487.0,,4672.0,,59046.0
530,Visalia,California,32.6,63695.0,66399.0,130094,5547.0,20779.0,3.11,CA,11523.0,2525.0,63482.0,2113.0,107322.0
531,Davis,California,26.3,33493.0,34163.0,67656,2176.0,13997.0,2.69,CA,17816.0,2081.0,9041.0,779.0,47997.0
532,Gaithersburg,Maryland,35.7,32211.0,35234.0,67445,2126.0,28133.0,2.73,MD,13169.0,12482.0,18721.0,672.0,36639.0
533,Columbus,Georgia,33.7,98785.0,101794.0,200579,21747.0,10376.0,2.62,GA,7039.0,95366.0,15180.0,1343.0,97436.0
534,Pasadena,Texas,31.5,78827.0,74959.0,153786,5735.0,38072.0,2.95,TX,1570.0,6204.0,105871.0,1993.0,140240.0
535,Albany,Georgia,33.3,31695.0,39414.0,71109,5409.0,861.0,2.38,GA,650.0,53440.0,1783.0,445.0,17160.0
536,Plymouth,Minnesota,38.4,39035.0,36893.0,75928,4158.0,8830.0,2.46,MN,5561.0,6938.0,3274.0,760.0,63872.0
537,Corona,California,37.1,79749.0,84493.0,164242,7709.0,42131.0,2.97,CA,21044.0,9437.0,68592.0,2268.0,119403.0
538,Concord,North Carolina,35.7,42732.0,44961.0,87693,4621.0,8847.0,2.72,NC,3566.0,19027.0,11301.0,216.0,60500.0
539,Rochester,Minnesota,35.0,54934.0,57282.0,112216,6888.0,17763.0,2.55,MN,9839.0,9425.0,6617.0,1172.0,93477.0
540,Oshkosh,Wisconsin,33.0,32905.0,33652.0,66557,3809.0,2348.0,2.3,WI,3182.0,2778.0,1972.0,237.0,60210.0
541,Baldwin Park,California,35.8,38747.0,38309.0,77056,780.0,34322.0,4.13,CA,15505.0,1560.0,56282.0,316.0,36890.0
542,Oakland,California,35.7,203827.0,215451.0,419278,12159.0,113896.0,2.56,CA,75446.0,118228.0,114054.0,8380.0,171599.0
543,Augusta-Richmond County consolidated government,Georgia,33.7,94662.0,101917.0,196579,19085.0,7915.0,2.67,GA,4429.0,112271.0,9068.0,1667.0,77940.0
544,Salem,Oregon,35.4,80839.0,83704.0,164543,9685.0,19668.0,2.69,OR,6076.0,3770.0,39414.0,7678.0,148650.0
